t_minus_t0_M,SXS_BBH_ExtCCE_0008_delta_h22_real_over_nu,SXS_BBH_ExtCCE_0008_delta_h22_imag_over_nu,SEOBNRv5PHM_delta_h22_real_over_nu,SEOBNRv5PHM_delta_h22_imag_over_nu,SXS_BBH_ExtCCE_0008_delta_h20_real_over_nu,SXS_BBH_ExtCCE_0008_delta_h20_imag_over_nu,SEOBNRv5PHM_delta_h20_real_over_nu,SEOBNRv5PHM_delta_h20_imag_over_nu,SEOBNRv5PHM_plus_memory_delta_h20_real_over_nu,SEOBNRv5PHM_plus_memory_delta_h20_imag_over_nu,SXS_BBH_ExtCCE_0008_delta_h30_real_over_nu,SXS_BBH_ExtCCE_0008_delta_h30_imag_over_nu,SEOBNRv5PHM_delta_h30_real_over_nu,SEOBNRv5PHM_delta_h30_imag_over_nu,SEOBNRv5PHM_plus_memory_delta_h30_real_over_nu,SEOBNRv5PHM_plus_memory_delta_h30_imag_over_nu
13.999575571466437,0.13592254451176497,-0.03183086214881473,0.13576903492013057,-0.032387078678842475,-0.00012154341014302303,-0.00018182474636935383,-1.8197886507044085e-06,5.130934341676334e-06,2.448875828297465e-05,5.130934341676334e-06,1.6017528077730083e-07,-5.137683280744501e-07,-2.0141672246666005e-11,-5.903923148480137e-07,-2.0141672246667307e-11,-5.40758969499234e-07
14.999542546021814,0.14498472804278514,-0.03613736943537531,0.14481719744708216,-0.03673356296382638,-0.00013276685684393964,-0.0001978073036209988,-3.191102800248903e-06,5.50314911347401e-06,2.4999406403613954e-05,5.50314911347401e-06,1.692668543267197e-07,-6.163007672280802e-07,-2.4092970633409602e-11,-6.337478097273179e-07,-2.409297063341085e-11,-5.805716316552998e-07
15.999512340103081,0.15392010513968532,-0.04070016209329592,0.153738113686441,-0.041336291055674754,-0.00014433143463612926,-0.0002141789554624594,-4.734100651379957e-06,5.875692295769679e-06,2.533874811205867e-05,5.875692295769679e-06,1.7569674065235957e-07,-7.242541529916037e-07,-2.838072124078656e-11,-6.770743887215714e-07,-2.8380721240787138e-11,-6.203560279751604e-07
16.999484977357895,0.1627214110804732,-0.04551555912340964,0.16252452059283806,-0.04619156760543046,-0.00015624056569464223,-0.00023094420255195377,-6.44936468427134e-06,6.248479045520067e-06,2.550620105504528e-05,6.248479045520067e-06,1.8134715244820424e-07,-8.382091125595818e-07,-3.300243343253961e-11,-7.20335103674646e-07,-3.3002433432539306e-11,-6.600753984949895e-07
17.999444627284163,0.17138135488592526,-0.05057959225210731,0.17116912602348058,-0.05129540825042296,-0.00016849527685607006,-0.00024810187759811807,-8.337302672154824e-06,6.621417928965652e-06,2.5501327726616555e-05,6.621417928965652e-06,1.888130962120885e-07,-9.596766452882747e-07,-3.795485502943376e-11,-7.634919819504067e-07,-3.795485502943412e-11,-6.99691779250492e-07
18.99939760870285,0.17989295907998723,-0.05588819542145871,0.1796649464835055,-0.05664373133299618,-0.00018109331989525455,-0.0002656448675191784,-1.0398213849783418e-05,6.9944251344619805e-06,2.5323840861918703e-05,6.9944251344619805e-06,1.997907670117672e-07,-1.0901400271722975e-06,-4.323414884144818e-11,-8.065077029494422e-07,-4.323414884144839e-11,-7.39167778828885e-07
19.999353265285492,0.18824938869907962,-0.06143712580906604,0.18800513844166036,-0.06223227892382359,-0.00019402964977839173,-0.0002835626382982427,-1.2632261867584476e-05,7.367417361764295e-06,2.4973594492367694e-05,7.367417361764295e-06,2.1400220966837708e-07,-1.2303917550496736e-06,-4.88358150746935e-11,-8.493447950897021e-07,-4.8835815074694956e-11,-7.784658422501871e-07
20.999311630545037,0.19644384989370095,-0.0672218974377335,0.1961829012539805,-0.06805655013961583,-0.00020729847992483972,-0.0003018456666988519,-1.503944497777471e-05,7.740307230936989e-06,2.445059052055015e-05,7.740307230936989e-06,2.2913823678790836e-07,-1.3803807886683741e-06,-5.4754618631846385e-11,-8.919651364077491e-07,-5.475461863184704e-11,-8.175477953312255e-07
21.999272735983652,0.20446967337885136,-0.07323783108714048,0.20419156385664636,-0.07411185110285207,-0.00022089558238878559,-0.0003204893082558367,-1.7619611314273587e-05,8.113006768865621e-06,2.3754980967295682e-05,8.113006768865621e-06,2.42156424514031e-07,-1.5394296057831645e-06,-6.098463287554535e-11,-9.343303880657055e-07,-6.098463287554561e-11,-8.563752452749589e-07
22.999236611204594,0.21232031943204202,-0.0794800589771685,0.21202459024823025,-0.08039329865169445,-0.00023481923334988243,-0.000339494499413015,-2.0372457488458087e-05,8.485427425072287e-06,2.28870693762043e-05,8.485427425072287e-06,2.511710618676263e-07,-1.7066153828256744e-06,-6.751924020210464e-11,-9.76402026123727e-07,-6.751924020210608e-11,-8.949096125465757e-07
23.999203283946088,0.21998938593740122,-0.08594352936286785,0.21967558486549033,-0.08689582420550021,-0.00024906918710527977,-0.0003588650161141116,-2.3297527307648115e-05,8.857480087713013e-06,2.1847312095276227e-05,8.857480087713013e-06,2.5668062125876345e-07,-1.8810014351593967e-06,-7.435113388123895e-11,-1.0181413737918548e-06,-7.435113388124004e-11,-9.331121632188789e-07
24.999172779999583,0.22747061772918375,-0.09262301059156275,0.22713829784809086,-0.0936141777825418,-0.0002636447703479148,-0.0003786031183826276,-2.639421061847e-05,9.229075099755778e-06,2.063631943342794e-05,9.229075099755778e-06,2.612770866691891e-07,-2.0617970258237353e-06,-8.14723213660613e-11,-1.059509634134667e-06,-8.147232136606185e-11,-9.709440417664167e-07
25.99913364787136,0.23475783190612093,-0.09951301440808566,0.23440654796993135,-0.10054285141734381,-0.0002785430718942327,-0.0003987060390872869,-2.9661703760295844e-05,9.600118021028647e-06,1.9254873560951832e-05,9.600118021028647e-06,2.681178311629486e-07,-2.2485127786714775e-06,-8.88740424297597e-11,-1.100467455803667e-06,-8.887404242976191e-11,-1.0083658774422085e-06
26.99908371356338,0.2418450791052994,-0.10660793697990777,0.24147438382582317,-0.1076762221338652,-0.0002937590456834421,-0.00041916584916218224,-3.309907212693832e-05,9.970517364606247e-06,1.770390508422546e-05,9.970517364606247e-06,2.788590184463149e-07,-2.4411160263079207e-06,-9.654692211726136e-11,-1.1409758291482895e-06,-9.654692211726234e-11,-1.0453386071561928e-06
27.999036421689937,0.24872667931271913,-0.11390211930414795,0.24833612251018206,-0.11500861331080593,-0.00030928674338279627,-0.0004399723903379543,-3.6705280762627945e-05,1.034018692959946e-05,1.598447443309059e-05,1.034018692959946e-05,2.9271347289321395e-07,-2.6401596267694846e-06,-1.0448104253179801e-10,-1.1809963531092268e-06,-1.0448104253179922e-10,-1.081823719998364e-06
28.998991807954155,0.25539701565696626,-0.12138964663652048,0.2549861479409997,-0.12253409300006547,-0.00032512047918616024,-0.00046111677511185076,-4.047909473341454e-05,1.070903507137798e-05,1.4097816729861268e-05,1.070903507137798e-05,3.0694666177591573e-07,-2.8466437881812837e-06,-1.1266572996807356e-10,-1.220490088985593e-06,-1.1266572996807475e-10,-1.1177823031115015e-06
29.99894990610977,0.26185063608472364,-0.1290644446758425,0.2614190136861003,-0.1302465716247889,-0.0003412557675393662,-0.00048259477234043004,-4.441912134527145e-05,1.1076970008126651e-05,1.2045324832394423e-05,1.1076970008126651e-05,3.1872527952819923e-07,-3.0615650618786093e-06,-1.2108966284057563e-10,-1.2594181336002063e-06,-1.2108966284057744e-10,-1.1531760165873691e-06
30.99891074791998,0.26808225875023783,-0.13692028529260444,0.2676294473837166,-0.13813980709023146,-0.00035768871872202465,-0.0005044071157742683,-4.8523809782434944e-05,1.144389989789963e-05,9.82854969153017e-06,1.144389989789963e-05,3.268917886628724e-07,-3.2852691087372925e-06,-1.2974088354913373e-10,-1.2977416512193911e-06,-1.2974088354913448e-10,-1.1879661039348068e-06
31.99887436311866,0.2740867796560432,-0.1449507919907253,0.27361235572101367,-0.14620740817901054,-0.0003744147506935933,-0.0005265568223729675,-5.2791450884346315e-05,1.1809732506407925e-05,7.449200600767783e-06,1.1809732506407925e-05,3.326871829762272e-07,-3.5170559056754683e-06,-1.3860681179483925e-10,-1.3354219233133194e-06,-1.3860681179483964e-10,-1.2221137821320754e-06
32.998840779388104,0.2798592803609244,-0.15314944526464505,0.27936282870936247,-0.154442839556323,-0.0003914274797742581,-0.0005490452248825348,-5.722017706286868e-05,1.2174375200062069e-05,4.909145281217539e-06,1.2174375200062069e-05,3.388545583120796e-07,-3.7553083320187e-06,-1.4767425937621782e-10,-1.3724203849631563e-06,-1.4767425937621899e-10,-1.2555804198060242e-06
33.99881002236276,0.2853950335070468,-0.16150958737473758,0.2848761437715537,-0.16283942700792386,-0.0004087189929535672,-0.0005718690420986627,-6.180796236113726e-05,1.2537734963835397e-05,2.2104098228858668e-06,1.2537734963835397e-05,3.4773009168520155e-07,-3.998119781173472e-06,-1.5692944634899026e-10,-1.408698660437162e-06,-1.569294463489907e-10,-1.2883275727424727e-06
34.998769791089956,0.29068944170508393,-0.1700243213767159,0.29014770628358943,-0.17139025644082093,-0.00042628100627275156,-0.0005950197416374908,-6.655256317729577e-05,1.2899713967181679e-05,-6.447853283500187e-07,1.2899713967181679e-05,3.597594497075581e-07,-4.244331641257561e-06,-1.6635790139531699e-10,-1.4442181662138425e-06,-1.6635790139531918e-10,-1.3203166305485672e-06
35.99871964180528,0.2957381723920393,-0.1786867183854585,0.2951731870527353,-0.18008838266054522,-0.00044410682975576214,-0.000618486534664726,-7.145162958312378e-05,1.3260218375321627e-05,-3.6540910037496957e-06,1.3260218375321627e-05,3.7317437550838826e-07,-4.494169057920471e-06,-1.7594470530408318e-10,-1.4789410265513377e-06,-1.759447053040836e-10,-1.3515096469278434e-06
36.998672138339714,0.30053714925386554,-0.1874898421475076,0.2999485168261442,-0.18892685417290506,-0.0004621918661690572,-0.0006422602044653797,-7.650272096831969e-05,1.3619158695472217e-05,-6.8150427589978525e-06,1.3619158695472217e-05,3.852989421064229e-07,-4.749163210086229e-06,-1.8567453255969506e-10,-1.512830101972357e-06,-1.8567453255969545e-10,-1.3818693641992788e-06
37.998627316380805,0.3050824252231685,-0.1964265332460674,0.30446976106288876,-0.19789849650375194,-0.00048053208976057846,-0.0006663353606588556,-8.170318155847473e-05,1.3976440583838784e-05,-1.012498465074351e-05,1.3976440583838784e-05,3.943272881518052e-07,-5.011223002953425e-06,-1.9553142772626778e-10,-1.545848136341239e-06,-1.955314277262684e-10,-1.4113584506668601e-06
38.99858520954848,0.309370255217761,-0.20548952063462786,0.308733190730235,-0.20699602417801802,-0.0004991221505998446,-0.0006907113788926351,-8.705019969870487e-05,1.4331969407093062e-05,-1.3581104854644718e-05,1.4331969407093062e-05,4.005867417036556e-07,-5.281373289448227e-06,-2.0549894564479242e-10,-1.5779582425479252e-06,-2.0549894564479268e-10,-1.439939942153403e-06
39.99854584947815,0.31339710253719705,-0.2146714276949377,0.3127352854462727,-0.21621204658894333,-0.0005179537085615569,-0.0007153903447165412,-9.254080878440301e-05,1.4685650261230235e-05,-1.718043659595142e-05,1.4685650261230235e-05,4.062997628854134e-07,-5.558944883806176e-06,-2.155601758783885e-10,-1.6091239386570659e-06,-2.1556017587839075e-10,-1.4675772782788099e-06
40.998509265915175,0.31715964457095547,-0.2239647784396036,0.3164727364551364,-0.22553907395686704,-0.0005370154092200097,-0.0007403737089516815,-9.81718883398876e-05,1.5037387990604304e-05,-2.0919859227984434e-05,1.5037387990604304e-05,4.140938572029286e-07,-5.8417480464463935e-06,-2.256977684403873e-10,-1.639309184041684e-06,-2.2569776844038856e-10,-1.494234338699853e-06
41.99847548673989,0.3206547762314459,-0.23336200402784865,0.31994244943196004,-0.23496952337206167,-0.0005562947449773082,-0.0007656592675303008,-0.00010394016524486091,1.5387087207049765e-05,-2.4796099458569125e-05,1.5387087207049765e-05,4.2520480064574977e-07,-6.1272754955577444e-06,-2.3589396076958554e-10,-1.6684784154656309e-06,-2.3589396076958647e-10,-1.5198754787911424e-06
42.998444537885064,0.3238796108068388,-0.24285544920881563,0.32314154694611463,-0.24449572506739806,-0.0005757805002077634,-0.0007912400981901327,-0.0001098422151086523,1.573465242144942e-05,-2.8805732727713678e-05,1.573465242144942e-05,4.386746470092672e-07,-6.414137149881769e-06,-2.4613060593019206e-10,-1.6965965820711608e-06,-2.4613060593019243e-10,-1.5444657641514585e-06
43.99841644317581,0.3268314795245371,-0.25243737867748917,0.32606736922584423,-0.2541099301269899,-0.0005954645733258338,-0.0008171060200628374,-0.00011587446379241717,1.6079989194943364e-05,-3.294518475977524e-05,1.6079989194943364e-05,4.519490491007052e-07,-6.702754498855876e-06,-2.563892020204148e-10,-1.7236291709991101e-06,-2.5638920202041665e-10,-1.5679712418937507e-06
44.998373250940006,0.32950788599444586,-0.2620998084154273,0.32871743200075804,-0.26380414127962976,-0.0006153413228973837,-0.0008432460878675292,-0.00012203307722001635,1.6422997649419446e-05,-3.7210655395552294e-05,1.6422997649419446e-05,4.62570735158656e-07,-6.995058218704665e-06,-2.666507383252169e-10,-1.7495417911156217e-06,-2.666507383252167e-10,-1.590357567152096e-06
45.99832561062618,0.33190663827592126,-0.27183496004894414,0.33108955860762046,-0.2735705685385525,-0.0006354063523245875,-0.0008696529036545128,-0.00012831424785870183,1.676358769526844e-05,-4.159831687799958e-05,1.676358769526844e-05,4.697652750523217e-07,-7.293046351829365e-06,-2.7689620582241786e-10,-1.7743014456119323e-06,-2.7689620582241905e-10,-1.6115916237428027e-06
46.99828065461071,0.3340257492236138,-0.28163496075198907,0.3331817796311192,-0.28340132884819935,-0.0006556531521126304,-0.000896323310069984,-0.00013471400656965915,1.7101667864821333e-05,-4.6104186485662176e-05,1.7101667864821333e-05,4.749214065833997e-07,-7.597397238947509e-06,-2.8710629970696544e-10,-1.7978756644428595e-06,-2.8710629970696585e-10,-1.6316408325907981e-06
47.99823841670735,0.33586343931858725,-0.2914918121477574,0.334992333439019,-0.293288415262912,-0.0006760712089775604,-0.000923257532922022,-0.00014122819878682996,1.743714417249845e-05,-5.07241095032468e-05,1.743714417249845e-05,4.80627418859351e-07,-7.906854021047711e-06,-2.9726141592961707e-10,-1.8202324798473696e-06,-2.9726141592961893e-10,-1.6504731399664328e-06
48.99819892892259,0.3374181600084622,-0.3013974656696679,0.33651968748044464,-0.3032237719794675,-0.0006966465780109689,-0.0009504567323288452,-0.00014785253006363095,1.776992257725938e-05,-5.5453791333744686e-05,1.776992257725938e-05,4.890516238127333e-07,-8.218943016975682e-06,-3.0734175864049705e-10,-1.8413406488541797e-06,-3.073417586404979e-10,-1.6680572151046495e-06
49.99816222133467,0.3386885951737367,-0.31134383020368095,0.3377625396551029,-0.31319930087387143,-0.0007173641880607132,-0.0009779199616159568,-0.0001545825684804407,1.8099909002781226e-05,-6.028879990605615e-05,1.8099909002781226e-05,5.005875869387446e-07,-8.531429920496647e-06,-3.1732737572857807e-10,-1.8611696877319793e-06,-3.1732737572857905e-10,-1.6843624847503636e-06
50.99812832192282,0.33967366087934664,-0.3213227797381012,0.33871981949623897,-0.32320686807746435,-0.000738210645653272,-0.0010056422310617632,-0.00016141374720123774,1.8427009394155438e-05,-6.522456823147699e-05,1.8427009394155438e-05,5.136581912316517e-07,-8.843641557237868e-06,-3.271981954441813e-10,-1.8796899060811843e-06,-3.2719819544418233e-10,-1.6993591536440086e-06
51.99809725643644,0.3403725043257248,-0.3313261604310705,0.33939068916648046,-0.33323831060362286,-0.0007591759820572493,-0.001033614715257372,-0.00016834136724713664,1.8751130421834903e-05,-7.025639717081601e-05,1.8751130421834903e-05,5.25815043699585e-07,-9.15668255983388e-06,-3.369340696842116e-10,-1.8968724404371168e-06,-3.36934069684212e-10,-1.7130181892268534e-06
52.998069048369246,0.34078450334257077,-0.34134579650367575,0.3397745442625046,-0.34328544298626584,-0.0007802531634398403,-0.0010618269268057778,-0.00017536060033708053,1.907217956654557e-05,-7.537945827506477e-05,1.907217956654557e-05,5.352822436404185e-07,-9.4724942054011e-06,-3.465148136427518e-10,-1.9126892874857354e-06,-3.46514813642752e-10,-1.7253114805367145e-06
53.99804371903127,0.3409092670443402,-0.3513734956776542,0.33987101443097806,-0.3533400639241495,-0.0008014357776683764,-0.0010902696988644939,-0.0001824664917930294,1.9390064491022178e-05,-8.058879669711173e-05,1.9390064491022178e-05,5.420037197032888e-07,-9.792327204154561e-06,-3.5592023925297865e-10,-1.927113336959239e-06,-3.5592023925297953e-10,-1.7362118223944574e-06
54.99801672619736,0.34074663904760255,-0.36140100876894465,0.3396799653542532,-0.36339391711318764,-0.0008227151556773262,-0.0011189372484608025,-0.00018965393068649092,1.970469159522007e-05,-8.587930999236795e-05,1.970469159522007e-05,5.47528960344785e-07,-1.0115714773801323e-05,-3.651301522975222e-10,-1.9401183480953276e-06,-3.6513015229752404e-10,-1.7456928940853912e-06
55.997971719046234,0.3402967102192629,-0.37141996375377284,0.33920151009602784,-0.373438625516842,-0.0008440787212243847,-0.0011478272245170553,-0.00019691759851724907,2.0015963870110165e-05,-9.124571055395461e-05,2.0015963870110165e-05,5.539757032656001e-07,-1.0440674637066572e-05,-3.7412433261714435e-10,-1.9516789364748747e-06,-3.7412433261714554e-10,-1.7537292715219142e-06
56.99792943355504,0.3395597935469548,-0.38142236319252043,0.33843598071867803,-0.38346618960807083,-0.0008655116646148003,-0.0011769403201099548,-0.00020425232920539142,2.03237965040713e-05,-9.668279283434968e-05,2.03237965040713e-05,5.625618325175576e-07,-1.0764930666865558e-05,-3.8288301121145413e-10,-1.9617711490670484e-06,-3.828830112114545e-10,-1.7602971822883625e-06
57.99788990166945,0.3385364379089944,-0.391400012485068,0.3373839417585867,-0.3934684135350242,-0.0008869980933620893,-0.0012062757778105143,-0.00021165269560004287,2.062810072698116e-05,-0.00010218512952006619,2.062810072698116e-05,5.729654480227221e-07,-1.1087327651211036e-05,-3.9138638101630335e-10,-1.9703717672283275e-06,-3.913863810163038e-10,-1.7653738743777716e-06
58.997853153209064,0.33722742615689383,-0.40134473538555687,0.3360461907215248,-0.40343711943447585,-0.0009085240421666681,-0.0012358296623986489,-0.00021911316115735778,2.0928788991468e-05,-0.00010774718391974395,2.0928788991468e-05,5.837144706825913e-07,-1.1408453572224838e-05,-3.99614829909332e-10,-1.9774586206146282e-06,-3.996148299093329e-10,-1.7689370997713992e-06
59.99781921588743,0.33563377339573136,-0.41124838106679223,0.3344237588126498,-0.41336415375664065,-0.000930078725372193,-0.001265594290782503,-0.00022662808373873525,2.122577408196704e-05,-0.00011336331374686458,2.122577408196704e-05,5.932627168381432e-07,-1.1730004412377435e-05,-4.075489812243241e-10,-1.9830106169894568e-06,-4.0754898122432585e-10,-1.7709656700439566e-06
60.99778811536913,0.33375672599882417,-0.42110283009566085,0.3325179102256564,-0.4232413939305709,-0.0009516535968018383,-0.001295559726905553,-0.0002341917195384623,2.1518969128234392e-05,-0.00011902777504701552,2.1518969128234392e-05,6.010594321981569e-07,-1.2053379259109198e-05,-4.1516973442706155e-10,-1.9870077709191208e-06,-4.151697344270619e-10,-1.7714395017275913e-06
61.99775987530171,0.3315977612708124,-0.43089999978491117,0.33033014123457055,-0.43306075501065977,-0.0009732400004339025,-0.0013257164227907742,-0.00024179822713788838,2.180828762391849e-05,-0.00012473472625187463,2.180828762391849e-05,6.077231757723528e-07,-1.2378440490278048e-05,-4.2245830575058705e-10,-1.9894312317446502e-06,-4.224583057505875e-10,-1.7703396444127395e-06
62.997734517275205,0.3291585874680794,-0.44063184964875285,0.32786217909601745,-0.44281419629635815,-0.000994826980388956,-0.0013560575354572345,-0.0002494416716832567,2.20936434450451e-05,-0.0001304782323570071,2.20936434450451e-05,6.14476084877851e-07,-1.2703462525780004e-05,-4.2939626883063877e-10,-1.9902633108016844e-06,-4.293962688306398e-10,-1.76764830810274e-06
63.997712060718015,0.3264411431219038,-0.4502903877437679,0.3251159807628272,-0.4524937279197995,-0.0010164004854005186,-0.00138657966360559,-0.00025711602918458156,2.2374950868379528e-05,-0.0001362522692208534,2.2374950868379528e-05,6.220541026700275e-07,-1.3026096619399517e-05,-4.359655951309388e-10,-1.9894875078575187e-06,-4.3596559513094054e-10,-1.763348889742017e-06
64.99769252278287,0.32344759539212153,-0.4598676778482052,0.32209373140980313,-0.4620914173965043,-0.0010379446326118375,-0.0014172816519438009,-0.0002648151909331906,2.2652124589703896e-05,-0.00014205072798241768,2.2652124589703896e-05,6.301896767625221e-07,-1.3344908990361683e-05,-4.421486942475384e-10,-1.98708853673484e-06,-4.4214869424753923e-10,-1.7574259990365712e-06
65.99767581351631,0.32018033805645707,-0.4693558462232465,0.31879784313273585,-0.4715993951434599,-0.0010594439863606368,-0.0014481621571177457,-0.00027253296722610945,2.2925079713646547e-05,-0.00014786741898492175,2.2925079713646547e-05,6.379553521020921e-07,-1.3660178183249659e-05,-4.479284532194218e-10,-1.9830523506052227e-06,-4.479284532194233e-10,-1.7498654841881145e-06
66.99763632282207,0.316642082501822,-0.47874685166644965,0.31523104747156266,-0.48100962321030327,-0.0010808848398522481,-0.0014792166535993257,-0.00028026289545215934,2.3193725004750204e-05,-0.00015369592818983337,2.3193725004750204e-05,6.446136027166856e-07,-1.3973452059648034e-05,-4.532881459150217e-10,-1.9773663333382635e-06,-4.53288145915022e-10,-1.7406547130055293e-06
67.99759961840886,0.3128355874582022,-0.48803321397318855,0.3113961225525636,-0.4903146249033315,-0.0011022570996278628,-0.0015104390503360144,-0.00028799883793791396,2.345798356125677e-05,-0.000159530069186169,2.345798356125677e-05,6.50379303928382e-07,-1.4286378332234232e-05,-4.582118884823561e-10,-1.970018904618929e-06,-4.5821188848235845e-10,-1.7297819078361654e-06
